,No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date
169,170,2013,3,8,1,450.0,455.0,106.0,232.0,4900.0,107.0,5.3,1000.2,-1.8,0.0,WNW,0.9,Dongsi,2013-03-08 01:00:00
170,171,2013,3,8,2,362.0,407.0,100.0,226.0,4799.0,107.0,4.1,999.9,-2.3,0.0,WNW,0.0,Dongsi,2013-03-08 02:00:00
171,172,2013,3,8,3,322.0,364.0,89.0,216.0,4599.0,107.0,3.5,999.8,-2.5,0.0,SW,0.6,Dongsi,2013-03-08 03:00:00
172,173,2013,3,8,4,308.0,336.0,72.0,189.0,4200.0,107.0,3.4,1000.2,-2.6,0.0,WSW,1.0,Dongsi,2013-03-08 04:00:00
173,174,2013,3,8,5,296.0,322.0,55.0,184.0,4500.0,107.0,3.4,1001.0,-2.0,0.0,WNW,0.2,Dongsi,2013-03-08 05:00:00
174,175,2013,3,8,6,123.0,131.0,60.0,196.0,4799.0,107.0,3.5,1001.6,-2.5,0.0,E,0.7,Dongsi,2013-03-08 06:00:00
175,176,2013,3,8,7,3.0,6.0,60.0,190.0,5200.0,107.0,6.6,1002.2,-0.9,0.0,S,0.1,Dongsi,2013-03-08 07:00:00
176,177,2013,3,8,8,3.0,223.0,69.0,200.0,6000.0,107.0,11.6,1002.3,-1.9,0.0,ESE,1.0,Dongsi,2013-03-08 08:00:00
177,178,2013,3,8,9,311.0,373.0,92.0,199.0,5400.0,107.0,16.6,1002.6,-3.5,0.0,S,1.0,Dongsi,2013-03-08 09:00:00
178,179,2013,3,8,10,260.0,197.0,81.1104,191.3396,4726.684871724072,107.0,19.9,1002.4,-5.2,0.0,E,0.9,Dongsi,2013-03-08 10:00:00
179,180,2013,3,8,11,200.0,203.0,55.0,188.0,3600.0,107.0,21.2,1002.0,-2.7,0.0,SE,3.1,Dongsi,2013-03-08 11:00:00
180,181,2013,3,8,12,108.0,114.0,28.0,120.0,1800.0,107.0,21.7,1001.1,-4.4,0.0,SSW,2.9,Dongsi,2013-03-08 12:00:00
181,182,2013,3,8,13,159.0,202.0,34.0,113.0,1800.0,107.0,17.2,1001.0,0.8,0.0,SE,3.5,Dongsi,2013-03-08 13:00:00
182,183,2013,3,8,14,203.0,493.0,58.0,129.0,2799.0,107.0,13.8,1001.2,-0.3,0.0,SE,4.9,Dongsi,2013-03-08 14:00:00
183,184,2013,3,8,15,284.0,422.0,84.0,138.0,3299.0,107.0,11.9,1001.5,-2.0,0.0,ESE,5.1,Dongsi,2013-03-08 15:00:00
184,185,2013,3,8,16,163.0,240.0,58.0,106.0,1899.0,104.0,10.9,1001.7,-1.5,0.0,SE,2.4,Dongsi,2013-03-08 16:00:00
185,186,2013,3,8,17,111.0,131.0,41.0,84.0,1200.0,99.0,9.9,1001.9,-1.5,0.0,SSE,1.6,Dongsi,2013-03-08 17:00:00
186,187,2013,3,8,18,52.0,83.0,33.0,64.0,1000.0,99.0,9.2,1002.4,-1.0,0.0,SE,1.3,Dongsi,2013-03-08 18:00:00
187,188,2013,3,8,19,88.0,111.0,30.0,82.0,1200.0,99.0,8.4,1002.4,-2.3,0.0,ESE,1.9,Dongsi,2013-03-08 19:00:00
188,189,2013,3,8,20,58.0,72.0,35.0,89.0,1200.0,99.0,7.2,1002.2,-3.7,0.0,ESE,3.0,Dongsi,2013-03-08 20:00:00
189,190,2013,3,8,21,57.0,80.0,30.0,85.0,1300.0,99.0,6.0,1002.0,-4.5,0.0,ESE,1.9,Dongsi,2013-03-08 21:00:00
190,191,2013,3,8,22,87.0,43.0,40.0,96.0,1600.0,99.0,5.9,1001.1,-5.1,0.0,S,1.0,Dongsi,2013-03-08 22:00:00
191,192,2013,3,8,23,48.0,53.0,50.0,84.0,1700.0,99.0,5.3,999.2,-5.1,0.0,SSE,0.4,Dongsi,2013-03-08 23:00:00
192,193,2013,3,9,0,50.0,69.0,51.0,104.0,2299.0,99.0,4.4,997.9,-4.9,0.0,SSE,0.0,Dongsi,2013-03-09 00:00:00
193,194,2013,3,9,1,58.0,77.0,55.0,79.0,2399.0,99.0,3.0,996.9,-4.2,0.0,N,0.1,Dongsi,2013-03-09 01:00:00
194,195,2013,3,9,2,64.0,93.0,53.314108220548405,76.0,2399.0,99.0,2.6,995.9,-3.7,0.0,ENE,1.2,Dongsi,2013-03-09 02:00:00
195,196,2013,3,9,3,74.0,98.0,52.0,89.0,2109.6445608736176,99.0,2.3,994.7,-4.2,0.0,E,0.9,Dongsi,2013-03-09 03:00:00
196,197,2013,3,9,4,83.0,99.0,59.0,98.74040411974241,2100.0,99.0,1.7,993.7,-4.0,0.0,E,0.0,Dongsi,2013-03-09 04:00:00
197,198,2013,3,9,5,81.0,108.0,71.0,110.0,2799.0,99.0,2.4,993.9,-3.9,0.0,NNW,1.7,Dongsi,2013-03-09 05:00:00
198,199,2013,3,9,6,104.0,112.0,69.0,125.0,3000.0,99.0,4.0,994.1,-3.5,0.0,NW,1.4,Dongsi,2013-03-09 06:00:00
199,200,2013,3,9,7,113.0,135.0,60.0,118.0,2399.0,99.0,5.0,994.7,-2.8,0.0,ENE,1.7,Dongsi,2013-03-09 07:00:00
200,201,2013,3,9,8,110.0,140.0,60.0,116.0,2399.0,99.0,7.0,996.0,-3.3,0.0,SSE,0.4,Dongsi,2013-03-09 08:00:00
201,202,2013,3,9,9,114.0,158.0,74.0,110.0,2100.0,99.0,14.3,997.3,-1.8,0.0,NNW,5.3,Dongsi,2013-03-09 09:00:00
202,203,2013,3,9,10,151.0,365.0,92.0,105.0,2100.0,99.0,17.3,999.6,-5.9,0.0,NNW,7.5,Dongsi,2013-03-09 10:00:00
203,204,2013,3,9,11,94.0,556.0,51.0,48.0,800.0,99.0,13.8,1002.9,-10.9,0.0,N,6.1,Dongsi,2013-03-09 11:00:00
204,205,2013,3,9,12,77.0,599.3442144708783,8.0,23.0,400.0,99.0,11.7,1005.8,-16.8,0.0,N,9.2,Dongsi,2013-03-09 12:00:00
205,206,2013,3,9,13,43.0,587.0,3.0,19.0,300.0,99.0,9.9,1008.5,-19.3,0.0,N,6.4,Dongsi,2013-03-09 13:00:00
206,207,2013,3,9,14,42.0,602.0,3.0,17.0,300.0,95.0,9.5,1009.8,-19.6,0.0,N,7.1,Dongsi,2013-03-09 14:00:00
207,208,2013,3,9,15,38.0,495.0,3.0,17.0,300.0,95.0,9.7,1011.1,-19.4,0.0,NNW,4.7,Dongsi,2013-03-09 15:00:00
208,209,2013,3,9,16,22.0,276.0,3.0,18.0,300.0,95.0,10.0,1012.8,-20.3,0.0,NNW,6.2,Dongsi,2013-03-09 16:00:00
209,210,2013,3,9,17,17.0,187.0,3.0,18.0,300.0,95.0,8.9,1014.7,-20.1,0.0,NNW,6.5,Dongsi,2013-03-09 17:00:00
210,211,2013,3,9,18,23.0,143.0,3.0,18.0,300.0,94.0,7.9,1017.5,-20.8,0.0,NNE,5.2,Dongsi,2013-03-09 18:00:00
211,212,2013,3,9,19,13.0,94.0,3.0,19.0,400.0,94.0,6.9,1019.2,-20.6,0.0,NNW,7.1,Dongsi,2013-03-09 19:00:00
212,213,2013,3,9,20,13.0,136.0,3.0,18.0,400.0,94.0,6.1,1021.0,-20.3,0.0,N,8.8,Dongsi,2013-03-09 20:00:00
213,214,2013,3,9,21,12.0,66.0,3.0,19.0,400.0,94.0,5.6,1022.6,-19.9,0.0,N,4.5,Dongsi,2013-03-09 21:00:00
214,215,2013,3,9,22,9.0,35.0,3.0,20.0,400.0,94.0,5.3,1023.1,-20.1,0.0,NNE,2.4,Dongsi,2013-03-09 22:00:00
215,216,2013,3,9,23,9.0,12.0,3.0,22.0,400.0,94.0,4.3,1023.4,-20.1,0.0,NNE,1.6,Dongsi,2013-03-09 23:00:00
216,217,2013,3,10,0,13.0,16.0,3.0,29.0,500.0,94.0,2.1,1022.9,-17.5,0.0,ESE,1.6,Dongsi,2013-03-10 00:00:00
217,218,2013,3,10,1,3.0,10.0,8.0,40.0,500.0,94.0,0.2,1023.2,-16.6,0.0,E,0.5,Dongsi,2013-03-10 01:00:00
218,219,2013,3,10,2,3.0,12.0,12.0,44.0,500.0,94.0,-1.6,1023.1,-15.8,0.0,N,0.0,Dongsi,2013-03-10 02:00:00
219,220,2013,3,10,3,13.0,19.0,16.0,60.0,700.0,94.0,-0.9,1023.3,-15.9,0.0,N,0.0,Dongsi,2013-03-10 03:00:00
220,221,2013,3,10,4,3.0,20.0,18.0,64.0,800.0,94.0,-1.9,1024.0,-14.7,0.0,NNE,0.0,Dongsi,2013-03-10 04:00:00
221,222,2013,3,10,5,18.0,52.0,14.0,69.0,1000.0,94.0,-2.8,1024.1,-13.4,0.0,N,0.0,Dongsi,2013-03-10 05:00:00
222,223,2013,3,10,6,22.0,47.0,17.0,81.0,2200.0,94.0,-2.1,1024.4,-13.3,0.0,N,0.1,Dongsi,2013-03-10 06:00:00
223,224,2013,3,10,7,29.0,44.0,21.0,80.0,1500.0,94.0,3.7,1025.4,-15.6,0.0,WSW,3.0,Dongsi,2013-03-10 07:00:00
224,225,2013,3,10,8,29.0,45.0,22.0,81.0,1006.4712928594572,94.0,5.7,1025.5,-16.8,0.0,SW,2.8,Dongsi,2013-03-10 08:00:00
225,226,2013,3,10,9,29.0,62.0,29.0,51.0,900.0,94.0,6.8,1025.0,-17.3,0.0,SW,5.2,Dongsi,2013-03-10 09:00:00
226,227,2013,3,10,10,25.0,52.0,19.0,41.0,900.0,94.0,8.7,1024.3,-17.4,0.0,SSW,3.1,Dongsi,2013-03-10 10:00:00
227,228,2013,3,10,11,31.0,80.0,17.0,32.0,900.0,94.0,9.9,1023.7,-17.3,0.0,WSW,2.4,Dongsi,2013-03-10 11:00:00
228,229,2013,3,10,12,28.0,52.0,18.0,31.0,700.0,94.0,11.3,1022.8,-17.2,0.0,SW,1.3,Dongsi,2013-03-10 12:00:00
229,230,2013,3,10,13,35.0,49.0,16.0,31.0,700.0,94.0,11.2,1021.7,-17.2,0.0,SSW,3.8,Dongsi,2013-03-10 13:00:00
230,231,2013,3,10,14,35.0,55.0,13.0,29.0,600.0,94.0,11.4,1020.8,-16.1,0.0,SSW,3.9,Dongsi,2013-03-10 14:00:00
231,232,2013,3,10,15,42.0,75.0,13.0,28.0,600.0,97.0,11.3,1020.4,-16.2,0.0,SSW,3.9,Dongsi,2013-03-10 15:00:00
232,233,2013,3,10,16,40.0,72.0,15.0,30.0,600.0,97.0,10.8,1020.2,-14.9,0.0,SW,4.6,Dongsi,2013-03-10 16:00:00
233,234,2013,3,10,17,45.0,103.0,19.0,36.0,600.0,97.0,9.6,1020.2,-14.3,0.0,SSW,3.0,Dongsi,2013-03-10 17:00:00
234,235,2013,3,10,18,50.0,108.0,19.0,43.0,700.0,97.0,8.9,1020.6,-13.5,0.0,SSW,3.7,Dongsi,2013-03-10 18:00:00
235,236,2013,3,10,19,60.0,100.0,24.0,51.0,800.0,97.0,8.3,1020.9,-12.8,0.0,SSW,3.2,Dongsi,2013-03-10 19:00:00
236,237,2013,3,10,20,74.0,130.0,28.0,75.0,1000.0,97.0,7.6,1021.1,-12.3,0.0,S,2.4,Dongsi,2013-03-10 20:00:00
237,238,2013,3,10,21,78.0,120.0,26.0,84.0,1200.0,97.0,7.2,1021.2,-12.1,0.0,SSW,2.8,Dongsi,2013-03-10 21:00:00
238,239,2013,3,10,22,81.0,139.0,34.0,88.0,1700.0,97.0,6.8,1020.6,-11.9,0.0,SW,2.3,Dongsi,2013-03-10 22:00:00
239,240,2013,3,10,23,86.0,133.0,41.0,79.0,1399.0,97.0,6.7,1020.7,-12.5,0.0,SW,2.4,Dongsi,2013-03-10 23:00:00
240,241,2013,3,11,0,92.0,143.0,60.0,63.0,1100.0,97.0,5.3,1020.5,-11.3,0.0,S,0.9,Dongsi,2013-03-11 00:00:00
241,242,2013,3,11,1,103.0,156.0,67.0,74.0,1399.0,97.0,4.5,1020.1,-11.2,0.0,S,0.8,Dongsi,2013-03-11 01:00:00
242,243,2013,3,11,2,104.0,138.0,67.0,79.0,1399.0,97.0,3.6,1019.3,-10.5,0.0,S,0.4,Dongsi,2013-03-11 02:00:00
243,244,2013,3,11,3,105.0,143.0,65.0,71.0,1300.0,97.0,2.4,1019.0,-9.9,0.0,SE,0.4,Dongsi,2013-03-11 03:00:00
244,245,2013,3,11,4,104.0,135.0,58.0,78.0,1300.0,97.0,0.2,1018.9,-9.0,0.0,SE,1.6,Dongsi,2013-03-11 04:00:00
245,246,2013,3,11,5,106.0,141.0,47.0,76.0,1399.0,97.0,1.5,1018.9,-8.9,0.0,SE,0.1,Dongsi,2013-03-11 05:00:00
246,247,2013,3,11,6,99.0,124.0,52.0,77.0,1300.0,97.0,-0.2,1019.1,-8.2,0.0,ESE,0.8,Dongsi,2013-03-11 06:00:00
247,248,2013,3,11,7,83.0,105.0,36.0,83.0,1800.0,97.0,2.1,1019.2,-7.8,0.0,E,0.8,Dongsi,2013-03-11 07:00:00
248,249,2013,3,11,8,98.0,124.0,46.0,86.0,1500.0,97.0,5.0,1019.1,-8.2,0.0,E,0.8,Dongsi,2013-03-11 08:00:00
249,250,2013,3,11,9,102.0,127.0,69.0,81.0,1399.0,97.0,6.0,1018.6,-8.7,0.0,SSE,2.3,Dongsi,2013-03-11 09:00:00
250,251,2013,3,11,10,118.0,145.0,92.0,83.0,1500.0,97.0,7.5,1017.8,-8.6,0.0,E,2.2,Dongsi,2013-03-11 10:00:00
251,252,2013,3,11,11,119.0,146.0,92.0,83.0,1909.6959014452145,97.0,9.1,1016.5,-9.4,0.0,ESE,2.0,Dongsi,2013-03-11 11:00:00
252,253,2013,3,11,12,3.0,3.0,198.0,85.0,1899.0,97.0,10.5,1015.2,-9.3,0.0,S,1.9,Dongsi,2013-03-11 12:00:00
253,254,2013,3,11,13,89.0,146.0,96.0,86.0,1000.0,97.0,11.6,1013.8,-7.8,0.0,SSW,3.1,Dongsi,2013-03-11 13:00:00
254,255,2013,3,11,14,121.0,148.0,87.0,68.0,800.0,97.0,11.8,1012.8,-7.6,0.0,SSW,3.7,Dongsi,2013-03-11 14:00:00
255,256,2013,3,11,15,106.0,126.0,84.0,65.0,800.0,93.0,11.6,1012.1,-7.8,0.0,WSW,3.4,Dongsi,2013-03-11 15:00:00
256,257,2013,3,11,16,114.0,152.0,94.0,76.0,900.0,86.0,11.0,1011.3,-6.4,0.0,SW,2.7,Dongsi,2013-03-11 16:00:00
257,258,2013,3,11,17,140.0,199.0,137.0,89.0,1600.0,85.0,10.6,1011.6,-4.6,0.0,S,2.2,Dongsi,2013-03-11 17:00:00
258,259,2013,3,11,18,141.0,202.0,79.0,86.0,1100.0,76.0,10.4,1011.9,-4.1,0.0,S,1.3,Dongsi,2013-03-11 18:00:00
259,260,2013,3,11,19,150.0,200.0,57.0,88.0,1100.0,57.0,10.4,1012.2,-3.3,0.0,SSE,0.8,Dongsi,2013-03-11 19:00:00
260,261,2013,3,11,20,165.0,224.0,64.0,112.0,1300.0,57.0,10.2,1012.4,-5.0,0.0,SSW,1.1,Dongsi,2013-03-11 20:00:00
261,262,2013,3,11,21,178.0,229.0,64.0,116.0,1399.0,57.0,9.6,1011.8,-5.1,0.0,SSE,0.8,Dongsi,2013-03-11 21:00:00
262,263,2013,3,11,22,136.0,200.0,52.0,107.0,1200.0,57.0,9.2,1011.5,-5.5,0.0,ESE,1.5,Dongsi,2013-03-11 22:00:00
263,264,2013,3,11,23,103.0,139.0,40.0,83.0,900.0,57.0,8.5,1010.4,-5.4,0.0,ESE,0.9,Dongsi,2013-03-11 23:00:00
264,265,2013,3,12,0,98.0,136.0,42.0,89.0,900.0,57.0,7.8,1009.7,-5.3,0.0,SSE,1.3,Dongsi,2013-03-12 00:00:00
265,266,2013,3,12,1,115.0,166.0,56.0,97.0,1200.0,57.0,7.6,1008.8,-4.8,0.0,SE,1.1,Dongsi,2013-03-12 01:00:00
266,267,2013,3,12,2,125.0,164.0,55.0,89.0,1300.0,57.0,6.7,1007.9,-3.8,0.0,E,0.8,Dongsi,2013-03-12 02:00:00
267,268,2013,3,12,3,120.0,145.0,53.0,84.0,1100.0,57.0,7.2,1008.0,-2.8,0.0,SSE,1.5,Dongsi,2013-03-12 03:00:00
268,269,2013,3,12,4,113.0,141.0,52.0,82.0,1100.0,57.0,5.6,1008.6,-0.1,0.5,SE,0.2,Dongsi,2013-03-12 04:00:00
269,270,2013,3,12,5,131.0,160.0,41.0,87.0,1700.0,57.0,4.5,1008.3,0.8,0.3,ESE,1.7,Dongsi,2013-03-12 05:00:00
270,271,2013,3,12,6,133.0,143.0,24.0,91.0,2000.0,57.0,3.8,1008.5,2.0,1.0,ENE,0.0,Dongsi,2013-03-12 06:00:00
271,272,2013,3,12,7,124.0,144.0,18.0,76.0,1399.0,57.0,3.0,1008.8,1.5,2.6,SSW,0.9,Dongsi,2013-03-12 07:00:00
272,273,2013,3,12,8,116.0,92.0,13.0,76.0,1300.0,57.0,3.4,1008.8,2.2,0.3,ENE,1.7,Dongsi,2013-03-12 08:00:00
273,274,2013,3,12,9,117.0,98.0,12.0,81.0,1399.0,57.0,3.5,1008.6,2.3,0.1,NE,1.3,Dongsi,2013-03-12 09:00:00
274,275,2013,3,12,10,110.0,116.0,14.0,90.0,1600.0,57.0,3.7,1008.9,2.5,0.2,NE,0.9,Dongsi,2013-03-12 10:00:00
275,276,2013,3,12,11,146.0,116.0,15.0,93.0,1600.0,57.0,4.0,1008.7,2.7,0.1,E,1.6,Dongsi,2013-03-12 11:00:00
276,277,2013,3,12,12,158.0,124.0,15.0,93.0,1700.0,57.0,4.6,1008.2,2.8,0.1,NE,1.3,Dongsi,2013-03-12 12:00:00
277,278,2013,3,12,13,151.0,112.0,19.0,89.0,1500.0,57.0,4.9,1008.8,3.2,0.0,N,1.5,Dongsi,2013-03-12 13:00:00
278,279,2013,3,12,14,134.0,100.0,24.0,87.0,1300.0,57.0,5.2,1009.1,3.4,0.0,NE,2.1,Dongsi,2013-03-12 14:00:00
279,280,2013,3,12,15,134.0,98.0,21.0,84.0,1300.0,48.0,5.6,1009.3,3.8,0.0,E,1.5,Dongsi,2013-03-12 15:00:00
280,281,2013,3,12,16,136.0,112.0,22.0,88.0,1300.0,40.0,6.5,1009.7,3.8,0.1,ENE,0.0,Dongsi,2013-03-12 16:00:00
281,282,2013,3,12,17,138.0,108.0,23.0,86.0,1399.0,40.0,6.4,1011.3,3.5,0.0,NE,0.8,Dongsi,2013-03-12 17:00:00
282,283,2013,3,12,18,123.0,126.0,29.0,99.0,1300.0,36.0,5.3,1012.7,3.5,0.0,ENE,1.4,Dongsi,2013-03-12 18:00:00
283,284,2013,3,12,19,123.0,124.0,28.0,104.0,1399.0,17.0,4.6,1014.3,3.4,0.0,SSW,0.6,Dongsi,2013-03-12 19:00:00
284,285,2013,3,12,20,140.0,125.0,26.0,98.0,1399.0,17.0,4.6,1016.3,3.4,0.0,ENE,0.8,Dongsi,2013-03-12 20:00:00
285,286,2013,3,12,21,133.0,117.0,24.0,92.0,1500.0,17.0,4.6,1017.6,3.6,0.0,ENE,1.9,Dongsi,2013-03-12 21:00:00
286,287,2013,3,12,22,123.0,126.0,25.0,95.0,1899.0,17.0,4.1,1018.7,1.6,0.0,NE,0.9,Dongsi,2013-03-12 22:00:00
287,288,2013,3,12,23,101.0,127.0,31.0,83.0,1200.0,11.0,5.3,1019.5,-6.3,0.0,N,2.5,Dongsi,2013-03-12 23:00:00
288,289,2013,3,13,0,38.0,15.0,32.0,45.0,300.0,46.0,4.5,1020.3,-9.0,0.0,NNE,3.5,Dongsi,2013-03-13 00:00:00
289,290,2013,3,13,1,16.0,20.0,15.0,25.0,-166.86888701378507,76.0,3.4,1020.8,-9.3,0.0,ENE,1.6,Dongsi,2013-03-13 01:00:00
290,291,2013,3,13,2,3.0,6.0,15.0,19.0,-125.39428755936405,76.0,2.3,1021.2,-9.9,0.0,NE,1.5,Dongsi,2013-03-13 02:00:00
291,292,2013,3,13,3,3.0,6.0,9.0,19.0,128.77745567473897,76.0,1.5,1021.8,-11.3,0.0,NE,1.1,Dongsi,2013-03-13 03:00:00
292,293,2013,3,13,4,3.0,7.0,8.0,19.0,300.0,79.0,0.7,1022.6,-10.2,0.0,E,1.2,Dongsi,2013-03-13 04:00:00
293,294,2013,3,13,5,9.0,10.0,9.0,28.0,400.0,79.0,0.3,1023.3,-10.5,0.0,ENE,1.5,Dongsi,2013-03-13 05:00:00
294,295,2013,3,13,6,12.0,14.0,15.0,35.0,500.0,79.0,0.1,1024.4,-10.7,0.0,NE,0.9,Dongsi,2013-03-13 06:00:00
295,296,2013,3,13,7,11.0,20.0,19.0,59.0,600.0,79.0,2.2,1025.7,-11.0,0.0,ENE,1.8,Dongsi,2013-03-13 07:00:00
296,297,2013,3,13,8,18.0,31.0,22.0,57.0,600.0,79.0,3.0,1027.1,-12.1,0.0,ENE,4.0,Dongsi,2013-03-13 08:00:00
297,298,2013,3,13,9,15.0,30.0,18.0,43.0,500.0,79.0,4.0,1027.5,-13.4,0.0,ENE,3.4,Dongsi,2013-03-13 09:00:00
298,299,2013,3,13,10,16.0,26.0,11.0,32.0,400.0,79.0,4.7,1027.4,-13.7,0.0,E,2.3,Dongsi,2013-03-13 10:00:00
299,300,2013,3,13,11,12.0,16.0,7.0,25.0,400.0,79.0,5.7,1026.7,-11.9,0.0,E,2.9,Dongsi,2013-03-13 11:00:00
300,301,2013,3,13,12,9.0,16.0,6.0,23.0,400.0,79.0,6.1,1026.0,-15.9,0.0,NE,1.5,Dongsi,2013-03-13 12:00:00
301,302,2013,3,13,13,16.0,6.0,5.0,20.0,400.0,83.0,7.1,1024.9,-15.0,0.0,NNE,1.4,Dongsi,2013-03-13 13:00:00
302,303,2013,3,13,14,13.0,24.0,5.0,22.0,300.0,84.0,8.3,1024.3,-16.1,0.0,ENE,0.9,Dongsi,2013-03-13 14:00:00
303,304,2013,3,13,15,9.0,13.0,6.0,22.0,300.0,84.0,8.2,1023.9,-14.8,0.0,SE,2.8,Dongsi,2013-03-13 15:00:00
304,305,2013,3,13,16,11.0,16.0,6.0,22.0,300.0,84.0,8.0,1024.0,-14.3,0.0,ESE,1.8,Dongsi,2013-03-13 16:00:00
305,306,2013,3,13,17,18.0,26.0,7.0,30.0,500.0,84.0,7.0,1024.5,-14.5,0.0,SSE,1.7,Dongsi,2013-03-13 17:00:00
306,307,2013,3,13,18,27.0,38.0,9.0,46.0,500.0,84.0,6.0,1025.3,-13.1,0.0,SSE,1.5,Dongsi,2013-03-13 18:00:00
307,308,2013,3,13,19,35.0,48.0,12.0,54.0,600.0,84.0,5.6,1025.8,-12.0,0.0,S,2.0,Dongsi,2013-03-13 19:00:00
308,309,2013,3,13,20,36.0,45.0,12.0,48.0,600.0,84.0,5.0,1026.3,-11.6,0.0,SSW,1.4,Dongsi,2013-03-13 20:00:00
309,310,2013,3,13,21,33.0,40.0,11.0,56.0,600.0,84.0,4.8,1026.6,-11.8,0.0,S,1.8,Dongsi,2013-03-13 21:00:00
310,311,2013,3,13,22,36.0,41.0,14.0,57.0,1100.0,84.0,3.8,1026.6,-6.8,0.0,S,3.0,Dongsi,2013-03-13 22:00:00
311,312,2013,3,13,23,44.0,59.0,19.0,58.0,1100.0,84.0,2.4,1026.9,-4.8,0.0,SSW,2.9,Dongsi,2013-03-13 23:00:00
312,313,2013,3,14,0,66.0,89.0,20.0,56.0,1200.0,84.0,1.6,1026.8,-5.6,0.0,S,3.3,Dongsi,2013-03-14 00:00:00
313,314,2013,3,14,1,72.0,77.0,18.0,54.0,1399.0,84.0,0.9,1026.9,-5.8,0.0,SE,1.3,Dongsi,2013-03-14 01:00:00
314,315,2013,3,14,2,60.0,68.0,17.0,54.0,1300.0,84.0,0.2,1026.5,-6.0,0.0,SE,2.0,Dongsi,2013-03-14 02:00:00
315,316,2013,3,14,3,58.0,67.0,18.0,56.0,1300.0,84.0,-0.7,1026.2,-5.9,0.0,ENE,2.1,Dongsi,2013-03-14 03:00:00
316,317,2013,3,14,4,58.0,68.0,19.0,60.0,1200.0,84.0,-1.2,1026.1,-4.7,0.0,E,1.4,Dongsi,2013-03-14 04:00:00
317,318,2013,3,14,5,72.0,75.0,21.0,64.0,1300.0,84.0,-1.1,1026.4,-4.8,0.0,ENE,1.3,Dongsi,2013-03-14 05:00:00
318,319,2013,3,14,6,61.0,75.0,21.0,66.0,1399.0,84.0,-1.0,1026.4,-4.2,0.0,ENE,0.9,Dongsi,2013-03-14 06:00:00
319,320,2013,3,14,7,73.0,75.0,20.0,68.0,1500.0,84.0,-0.1,1026.8,-4.4,0.0,E,1.3,Dongsi,2013-03-14 07:00:00
320,321,2013,3,14,8,72.0,80.0,24.0,70.0,1600.0,84.0,1.5,1026.8,-4.8,0.0,ESE,1.2,Dongsi,2013-03-14 08:00:00
321,322,2013,3,14,9,80.0,93.0,28.0,69.0,1700.0,84.0,2.9,1026.3,-5.0,0.0,NNW,1.0,Dongsi,2013-03-14 09:00:00
322,323,2013,3,14,10,100.0,114.0,35.0,73.0,1899.0,84.0,4.4,1025.1,-4.9,0.0,SW,1.2,Dongsi,2013-03-14 10:00:00
323,324,2013,3,14,11,115.0,126.0,41.0,77.0,1899.0,84.0,5.5,1024.2,-4.7,0.0,ENE,1.8,Dongsi,2013-03-14 11:00:00
324,325,2013,3,14,12,126.0,134.0,47.0,82.0,1899.0,84.0,8.1,1023.1,-5.7,0.0,SW,2.7,Dongsi,2013-03-14 12:00:00
325,326,2013,3,14,13,115.0,119.0,84.0,66.0,1200.0,84.0,8.9,1021.8,-6.1,0.0,W,3.1,Dongsi,2013-03-14 13:00:00
326,327,2013,3,14,14,111.0,117.0,109.0,57.0,1000.0,84.0,9.8,1021.0,-6.1,0.0,WSW,4.3,Dongsi,2013-03-14 14:00:00
327,328,2013,3,14,15,101.0,113.0,108.0,54.0,1000.0,83.0,9.2,1020.4,-6.7,0.0,S,3.2,Dongsi,2013-03-14 15:00:00
328,329,2013,3,14,16,102.0,106.0,107.0,62.0,1100.0,74.0,8.7,1020.1,-6.3,0.0,S,2.1,Dongsi,2013-03-14 16:00:00
329,330,2013,3,14,17,111.0,116.0,104.0,66.0,1200.0,68.0,7.7,1020.2,-5.4,0.0,SW,2.9,Dongsi,2013-03-14 17:00:00
330,331,2013,3,14,18,116.0,118.0,84.0,72.0,1200.0,68.0,6.9,1020.4,-4.8,0.0,SSW,1.1,Dongsi,2013-03-14 18:00:00
331,332,2013,3,14,19,117.0,119.0,72.0,88.0,1200.0,68.0,6.8,1020.6,-4.3,0.0,S,1.2,Dongsi,2013-03-14 19:00:00
332,333,2013,3,14,20,118.0,119.0,71.0,94.0,1300.0,68.0,5.1,1020.6,-3.7,0.0,ESE,1.3,Dongsi,2013-03-14 20:00:00
333,334,2013,3,14,21,128.0,133.0,63.0,105.0,1500.0,68.0,5.0,1020.5,-3.3,0.0,SE,1.6,Dongsi,2013-03-14 21:00:00
334,335,2013,3,14,22,147.0,160.0,62.0,105.0,2100.0,68.0,3.8,1020.3,-3.3,0.0,E,1.1,Dongsi,2013-03-14 22:00:00
335,336,2013,3,14,23,161.0,167.0,63.0,104.0,2100.0,68.0,2.2,1019.8,-3.3,0.0,E,1.2,Dongsi,2013-03-14 23:00:00
336,337,2013,3,15,0,159.0,163.0,54.0,101.0,1800.0,68.0,1.3,1019.7,-3.2,0.0,NE,0.5,Dongsi,2013-03-15 00:00:00
337,338,2013,3,15,1,138.0,159.0,47.0,98.0,2100.0,68.0,0.5,1019.2,-2.4,0.0,ENE,0.7,Dongsi,2013-03-15 01:00:00
